PDB_Chain,Prediction,Curated_Annotation
3SDM_E,Active,None
3SDM_F,Active,None
3SDM_G,Active,None
3SHE_A,Active,None
3SKC_A,Inactive,Inactive
3SKC_B,Inactive,Inactive
3SLS_A,Inactive,Inactive
3SLS_B,Inactive,Inactive
3SOA_A,Inactive,Inactive
3SOC_A,Active,Active
3SOC_B,Active,Active
3SQQ_A,Inactive,Inactive
3SRV_A,Active,Active
3SRV_B,Active,Active
3SV0_A,Active,Active
3SVV_A,Inactive,Inactive
3SVV_B,Inactive,Inactive
3SW4_A,Inactive,Inactive
3SW7_A,Inactive,Inactive
3SX9_A,Inactive,None
3SXF_A,Inactive,None
3SXR_A,Inactive,Inactive
3SXR_B,Inactive,Inactive
3SXS_A,Inactive,Inactive
3T3U_A,Inactive,None
3T3V_A,Inactive,None
3T8O_A,Active,None
3T9I_A,Active,Active
3T9T_A,Inactive,Inactive
3TAC_A,Active,None
3TCP_A,Inactive,Inactive
3TCP_B,Inactive,Inactive
3TEI_A,Active,Active
3TG1_A,Inactive,Inactive
3THB_A,Active,Active
3TI1_A,Inactive,Inactive
3TIY_A,Inactive,Inactive
3TIZ_A,Inactive,Inactive
3TJC_A,Active,Active
3TJC_B,Active,Active
3TJD_A,Active,Active
3TJD_B,Active,Active
3TKH_A,Active,Active
3TKI_A,Active,Active
3TKU_A,Active,Active
3TKU_B,Active,Active
3TL8_A,Active,None
3TL8_D,Active,None
3TL8_G,Active,None
3TL8_H,Active,None
3TN8_A,Active,Active
3TNH_A,Active,Active
3TNI_A,Active,Active
3TNP_C,Active,Active
3TNP_F,Active,Active
3TNQ_B,Active,Active
3TNW_A,Active,Active
3TNW_C,Active,Active
3TT0_A,Inactive,None
3TT0_B,Inactive,Inactive
3TTI_A,Inactive,Inactive
3TTJ_A,Inactive,Inactive
3TUB_A,Inactive,Inactive
3TUC_A,Inactive,Inactive
3TUD_A,Inactive,Inactive
3TV4_A,Inactive,Inactive
3TV4_B,Inactive,Inactive
3TV6_A,Inactive,Inactive
3TV6_B,Inactive,Inactive
3TV7_A,Active,Active
3TV7_B,Active,Active
3TV7_C,Active,Active
3TV7_D,Active,Active
3TWJ_A,Active,Active
3TWJ_B,Inactive,Inactive
3TWJ_C,Active,Active
3TWJ_D,Inactive,Inactive
3TXO_A,Active,None
3TZ7_A,Inactive,Inactive
3TZ7_B,Inactive,Inactive
3TZ8_A,Inactive,Inactive
3TZ8_B,Inactive,Inactive
3TZ9_A,Inactive,Inactive
3TZ9_B,Inactive,Inactive
3TZM_A,Active,None
3U4U_A,Active,Active
3U4W_A,Inactive,Inactive
3U51_A,Inactive,Inactive
3U51_B,Inactive,Inactive
3U6H_A,Inactive,Inactive
3U6I_A,Inactive,Inactive
3U6J_A,Inactive,Inactive
3U87_A,Active,Active
3U87_B,Active,Active
3U8W_A,Inactive,None
3U9C_A,Active,Active
3U9C_B,Active,Active
3U9N_A,Active,Active
3UBD_A,Inactive,Inactive
3UC3_A,Inactive,None
3UC4_A,Inactive,None
3UC4_B,Inactive,None
3UDB_A,Inactive,None
3UDB_B,Inactive,None
3UDB_C,Inactive,None
3UDB_D,Inactive,None
3UDB_E,Inactive,None
3UDB_F,Inactive,None
3UE4_A,Inactive,Inactive
3UE4_B,Inactive,Inactive
3UG1_A,Active,Active
3UG2_A,Active,Active
3UGC_A,Inactive,Inactive
3UIB_A,Inactive,None
3UIM_A,Active,None
3UIU_A,Inactive,Inactive
3UIU_B,Inactive,Inactive
3UIX_A,Active,Active
3UJG_A,Inactive,None
3ULI_A,Inactive,Inactive
3ULZ_A,Inactive,None
3UMW_A,Active,Active
3UMX_A,Active,Active
3UNJ_A,Inactive,Inactive
3UNK_A,Inactive,Inactive
3UNZ_A,Inactive,Inactive
3UNZ_B,Inactive,Inactive
3UO4_A,Active,Active
3UO5_A,Active,Active
3UO6_A,Inactive,Inactive
3UO6_B,Inactive,Inactive
3UOD_A,Active,Active
3UOH_A,Inactive,Inactive
3UOH_B,Inactive,Inactive
3UOJ_A,Inactive,Inactive
3UOJ_B,Inactive,Inactive
3UOK_A,Inactive,Inactive
3UOK_B,Inactive,Inactive
3UOL_A,Inactive,Inactive
3UOL_B,Inactive,Inactive
3UP2_A,Active,Active
3UP7_A,Active,Active
3UPX_A,Inactive,None
3UPZ_A,Inactive,None
3UQF_A,Inactive,None
3UQF_B,Inactive,Inactive
3UQG_A,Active,None
3UQG_B,Active,None
3UTO_A,Active,None
3UTO_B,Active,None
3UVP_A,Inactive,Inactive
3UVQ_A,Inactive,Inactive
3UVR_A,Inactive,Inactive
3UYS_A,Active,Active
3UYS_B,Active,Active
3UYS_C,Active,Active
3UYS_D,Active,Active
3UYT_A,Active,Active
3UYT_B,Active,Active
3UYT_C,Active,Active
3UYT_D,Active,None
3UZP_A,Active,Active
3UZP_B,Active,Active
3UZS_A,Inactive,None
3UZT_A,Active,None
3V01_A,Inactive,Inactive
3V04_A,Inactive,Inactive
3V3V_A,Active,None
3V51_A,Inactive,None
3V5J_A,Inactive,Inactive
3V5J_B,Inactive,Inactive
3V5L_A,Inactive,Inactive
3V5L_B,Inactive,Inactive
3V5L_C,Inactive,Inactive
3V5L_D,Inactive,Inactive
3V5P_A,Inactive,None
3V5Q_A,Inactive,Inactive
3V5Q_B,Inactive,Inactive
3V5T_A,Inactive,None
3V5W_A,Active,None
3V6R_A,Inactive,Inactive
3V6R_B,Inactive,Inactive
3V6S_A,Inactive,Inactive
3V6S_B,Inactive,Inactive
3V8S_A,Active,Active
3V8S_B,Active,Active
3V8S_C,Active,Active
3V8S_D,Active,Active
3V8T_A,Inactive,Inactive
3V8T_B,Inactive,Inactive
3V8W_A,Inactive,Inactive
3V8W_B,Inactive,Inactive
3VAP_A,Inactive,Inactive
3VBQ_A,Active,Active
3VBT_A,Active,Active
3VBV_A,Active,Active
3VBW_A,Active,Active
3VBX_A,Active,Active
3VBY_A,Active,Active
3VC4_A,Active,Active
3VF8_A,Active,None
3VF9_A,Active,None
3VHE_A,Inactive,Inactive
3VHK_A,Inactive,Inactive
3VID_A,Inactive,Inactive
3VJN_A,Active,Active
3VJO_A,Active,Active
3VN9_A,Inactive,Inactive
3VNT_A,Inactive,Inactive
3VO3_A,Inactive,Inactive
3VQH_A,Active,Active
3VQU_A,Inactive,Inactive
3VRY_A,Inactive,Inactive
3VRY_B,Inactive,Inactive
3VRZ_A,Inactive,Inactive
3VRZ_B,Inactive,Inactive
3VS0_A,Inactive,Inactive
3VS0_B,Inactive,Inactive
3VS1_A,Inactive,Inactive
3VS1_B,Inactive,Inactive
3VS2_A,Inactive,Inactive
3VS2_B,Inactive,Inactive
3VS3_A,Inactive,Inactive
3VS3_B,Inactive,Inactive
3VS4_A,Inactive,Inactive
3VS4_B,Inactive,Inactive
3VS5_A,Inactive,Inactive
3VS5_B,Inactive,Inactive
3VS6_A,Inactive,Inactive
3VS6_B,Inactive,Inactive
3VS7_A,Inactive,Inactive
3VS7_B,Inactive,Inactive
3VUD_A,Active,Active
3VUG_A,Active,Active
3VUH_A,Active,Active
3VUI_A,Active,Active
3VUK_A,Active,Active
3VUL_A,Inactive,None
3VUM_A,Inactive,None
3VUT_A,Inactive,Inactive
3VUT_B,Inactive,Inactive
3VVH_A,Inactive,Inactive
3VVH_B,Inactive,Inactive
3VVH_C,Inactive,Inactive
3VW6_A,Active,None
3VW6_B,Active,None
3VW8_A,Inactive,Inactive
3W10_A,Inactive,Inactive
3W16_A,Inactive,Inactive
3W18_A,Inactive,Inactive
3W18_B,Inactive,Inactive
3W1F_A,Inactive,Inactive
3W2C_A,Inactive,Inactive
3W2C_C,Inactive,Inactive
3W2C_E,Inactive,Inactive
3W2C_G,Inactive,Inactive
3W2O_A,Active,Active
3W2P_A,Active,None
3W2Q_A,Active,Active
3W2R_A,Inactive,Inactive
3W2S_A,Inactive,Inactive
3W32_A,Inactive,Inactive
3W33_A,Inactive,Inactive
3W55_A,Active,None
3W8L_A,Active,Active
3W8L_B,Active,Active
3W8Q_A,Inactive,Inactive
3WAR_A,Active,Active
3WBL_A,Inactive,Inactive
3WE4_A,Inactive,None
3WE8_A,Active,Active
3WF5_A,Inactive,None
3WF6_A,Inactive,None
3WF7_A,Inactive,None
3WF8_A,Inactive,None
3WF9_A,Inactive,None
3WI6_A,Active,None
3WI6_B,Active,None
3WI6_C,Active,None
3WI6_D,Active,None
3WI6_E,Active,None
3WI6_F,Active,None
3WIG_A,Inactive,Inactive
3WIK_A,Active,Active
3WIL_A,Active,Active
3WJ6_A,Inactive,None
3WJ6_B,Inactive,None
3WOW_A,Active,None
3WYX_A,Inactive,None
3WYY_A,Inactive,None
3WZD_A,Inactive,None
3WZE_A,Inactive,None
3WZJ_A,Inactive,None
3WZK_A,Inactive,None
3WZU_A,Inactive,None
3ZBF_A,Active,None
3ZBX_A,Inactive,Inactive
3ZC5_A,Inactive,Inactive
3ZC6_A,Active,Active
3ZC6_B,Active,Active
3ZC6_C,Active,Active
3ZC6_D,Active,None
3ZCL_A,Inactive,Inactive
3ZDI_A,Active,Active
3ZDU_A,Active,Active
3ZEP_A,Active,Active
3ZEP_B,Active,Active
3ZEP_C,Active,Active
3ZEP_D,Active,Active
3ZEW_A,Active,Active
3ZEW_B,Inactive,Inactive
3ZFM_A,Inactive,Inactive
3ZFX_A,Active,None
3ZFX_B,Active,None
3ZFX_C,Active,None
3ZFX_D,Active,None
3ZFX_E,Active,None
3ZFX_F,Active,None
3ZFX_G,Active,None
3ZFX_H,Active,None
3ZFX_I,Active,None
3ZFY_A,Inactive,Inactive
3ZFY_B,Inactive,Inactive
3ZH8_A,Active,Active
3ZH8_B,Active,Active
3ZH8_C,Active,Active
3ZHP_C,Inactive,None
3ZHP_D,Inactive,Inactive
3ZLS_A,Inactive,Inactive
3ZLW_A,Inactive,Inactive
3ZLX_A,Inactive,Inactive
3ZLY_A,Inactive,Inactive
3ZM4_A,Inactive,Inactive
3ZMM_A,Active,Active
3ZMM_B,Active,Active
3ZO1_A,Active,Active
3ZO2_A,Active,Active
3ZO3_A,Active,Active
3ZO4_A,Active,Active
3ZON_A,Inactive,Inactive
3ZOS_A,Inactive,Inactive
3ZOS_B,Inactive,Inactive
3ZRK_A,Active,Active
3ZRK_B,Active,Active
3ZRL_A,Active,Active
3ZRL_B,Active,Active
3ZRM_A,Active,Active
3ZRM_B,Active,Active
3ZS5_A,Inactive,Inactive
3ZSG_A,Inactive,Inactive
3ZSH_A,Inactive,Inactive
3ZSI_A,Inactive,Inactive
3ZTX_A,Active,Active
3ZTX_B,Active,Active
3ZU7_A,Active,Active
3ZUT_A,Inactive,None
3ZUT_B,Inactive,None
3ZUU_A,Inactive,None
3ZUU_B,Inactive,None
3ZUV_A,Active,Active
3ZUV_C,Active,Active
3ZXT_A,Active,None
3ZXT_B,Active,None
3ZXT_C,Active,None
3ZXT_D,Active,None
3ZXZ_A,Inactive,Inactive
3ZYA_A,Inactive,Inactive
3ZZE_A,Inactive,Inactive
3ZZW_A,Inactive,Inactive
3ZZW_B,Inactive,Inactive
4A06_A,Active,Active
4A07_A,Active,Active
4A4L_A,Active,Active
4A4O_A,Active,Active
4A4X_A,Inactive,Inactive
4A7C_A,Active,Active
4A9R_A,Active,Active
4A9S_A,Active,Active
4A9T_A,Active,Active
4A9U_A,Active,Active
4A9Y_A,Inactive,Inactive
4AA0_A,Inactive,Inactive
4AA4_A,Inactive,None
4AA5_A,Inactive,Inactive
4AAA_A,Inactive,Inactive
4AAC_A,Inactive,None
4ACC_A,Active,Active
4ACC_B,Active,Active
4ACD_A,Active,Active
4ACD_B,Active,Active
4ACG_A,Active,Active
4ACG_B,Active,Active
4ACH_A,Active,Active
4ACH_B,Active,Active
4ACM_A,Inactive,Inactive
4AE6_A,Active,Active
4AE6_B,Active,Active
4AE9_A,Active,Active
4AE9_B,Active,Active
4AF3_A,Inactive,Inactive
4AFE_A,Inactive,Inactive
4AFJ_A,Active,Active
4AFJ_B,Active,Active
4AG8_A,Inactive,Inactive
4AGC_A,Inactive,Inactive
4AGD_A,Inactive,Inactive
4AGU_A,Active,None
4AGU_B,Active,None
4AGU_C,Active,None
4AGW_A,Inactive,Inactive
4AGW_B,Inactive,Inactive
4ALU_A,Active,Active
4ALV_A,Active,Active
4ALW_A,Active,Active
4AN2_A,Inactive,Inactive
4AN3_A,Inactive,Inactive
4AN9_A,Inactive,Inactive
4ANB_A,Inactive,Inactive
4ANL_A,Active,Active
4ANM_A,Active,Active
4ANQ_A,Active,Active
4ANS_A,Active,Active
4AOI_A,Inactive,Inactive
4AOJ_A,Inactive,Inactive
4AOJ_B,Inactive,Inactive
4AOJ_C,Inactive,Inactive
4AOT_A,Inactive,Inactive
4AOT_B,Inactive,Inactive
4AP7_A,Inactive,Inactive
4APC_A,Inactive,Inactive
4APC_B,Inactive,Inactive
4APP_A,Active,Active
4AQC_A,Active,Active
4AQC_B,Active,Active
4ARK_A,Inactive,Inactive
4AS0_A,Active,Active
4ASD_A,Inactive,Inactive
4ASE_A,Inactive,Inactive
4ASX_A,Active,Active
4ASX_B,Active,Active
4ASZ_A,Inactive,Inactive
4AT3_A,Inactive,None
4AT4_A,Inactive,Inactive
4AT5_A,Inactive,Inactive
4AU8_A,Active,Active
4AU8_B,Active,None
4AUA_A,Inactive,Inactive
4AW0_A,Active,Active
4AW1_A,Active,Active
4AW2_A,Active,Active
4AW5_A,Inactive,Inactive
4AWI_A,Inactive,Inactive
4AX8_A,Inactive,None
4AXA_A,Active,Active
4AZE_A,Active,Active
4AZE_B,Active,Active
4AZE_C,Active,Active
4AZF_A,Active,Active
4AZS_A,Inactive,None
4AZT_A,Inactive,None
4AZV_A,Inactive,None
4AZW_A,Inactive,None
4B0G_A,Inactive,Inactive
4B4L_A,Active,Active
4B6L_A,Active,Active
4B7T_A,Active,Active
4B8L_A,Inactive,None
4B8M_A,Active,Active
4B8M_B,Active,Active
4B99_A,Active,Active
4B9D_A,Inactive,Inactive
4B9D_B,Inactive,Inactive
4BB4_A,Inactive,Inactive
4BBE_A,Active,Active
4BBE_B,Active,Active
4BBE_C,Active,Active
4BBE_D,Active,Active
4BBF_A,Active,Active
4BBF_B,Active,Active
4BBF_C,Active,Active
4BBF_D,Active,Active
4BBM_A,Inactive,Inactive
4BBM_B,Inactive,Inactive
4BC6_A,Inactive,None
4BCF_A,Active,Active
4BCG_A,Active,Active
4BCH_A,Active,Active
4BCI_A,Active,Active
4BCJ_A,Active,Active
4BCK_A,Active,Active
4BCK_C,Active,Active
4BCM_A,Active,Active
4BCM_C,Active,Active
4BCN_A,Active,Active
4BCN_C,Active,Active
4BCO_A,Active,Active
4BCO_C,Active,Active
4BCP_A,Active,Active
4BCP_C,Active,Active
4BCQ_A,Active,Active
4BCQ_C,Active,Active
4BDA_A,Active,Active
4BDB_A,Active,None
4BDC_A,Active,None
4BDD_A,Active,None
4BDE_A,Active,None
4BDF_A,Active,None
4BDG_A,Active,None
4BDH_A,Active,None
4BDI_A,Active,None
4BDJ_A,Active,None
4BDK_A,Active,None
4BF2_A,Active,None
4BF2_B,Active,None
4BFM_A,Active,None
4BGG_A,Active,None
4BGG_B,Active,None
4BGG_C,Active,None
4BGG_D,Active,None
4BGH_A,Inactive,Inactive
4BGQ_A,Active,None
4BHN_A,Active,None
4BHN_B,Active,None
4BHZ_A,Inactive,Inactive
4BI0_A,Inactive,Inactive
4BI1_A,Inactive,Inactive
4BI2_A,Inactive,Inactive
4BIB_A,Active,None
4BIB_B,Active,None
4BIC_A,Active,None
4BIC_B,Active,None
4BID_A,Active,None
4BID_B,Active,None
4BIE_A,Active,None
4BIE_B,Active,None
4BKJ_A,Inactive,Inactive
4BKJ_B,Inactive,Inactive
4BKY_A,Active,None
4BKZ_A,Active,None
4BL1_A,Active,None
4BN1_A,Active,Active
4BRX_A,Inactive,Inactive
4BTF_A,Inactive,None
4BTJ_A,Active,Active
4BTJ_B,Active,Active
4BTK_A,Active,Active
4BTM_A,Active,Active
4BTM_B,Active,Active
4BWK_A,Inactive,None
4BWK_B,Inactive,None
4BWP_A,Inactive,None
4BWP_B,Inactive,None
4BWX_A,Inactive,None
4BWX_B,Inactive,None
4BXA_A,Active,None
4BXA_B,Active,None
4BXB_A,Active,None
4BYI_A,Active,None
4BYJ_A,Inactive,None
4BZD_A,Inactive,None
4BZN_A,Active,Active
4BZO_A,Active,Active
4C02_A,Active,None
4C0T_A,Active,None
4C2V_A,Active,Active
4C2V_B,Active,Active
4C2W_A,Active,Active
4C2W_B,Active,Active
4C33_A,Active,None
4C34_A,Active,None
4C35_A,Active,None
4C36_A,Active,None
4C37_A,Active,None
4C38_A,Active,None
4C3F_A,Inactive,None
4C3P_A,Active,Active
4C3P_D,Active,None
4C3R_A,Inactive,Inactive
4C4E_A,Inactive,None
4C4F_A,Inactive,None
4C4G_A,Inactive,None
4C4H_A,Inactive,None
4C4I_A,Inactive,None
4C4J_A,Inactive,None
4C57_A,Active,Active
4C57_B,Active,Active
4C58_A,Active,None
4C59_A,Active,None
4C61_A,Active,Active
4C61_B,Active,Active
4C62_A,Active,Active
4C62_B,Active,Active
4C7T_A,Inactive,Inactive
4C8B_A,Inactive,Inactive
4C8B_B,Inactive,Inactive
4CCB_A,Inactive,None
4CCU_A,Active,Active
4CD0_A,Active,Active
4CDS_A,Active,None
4CEG_A,Active,None
4CFE_A,Active,None
4CFE_C,Active,None
4CFF_A,Active,Active
4CFF_C,Active,None
4CFH_A,Active,Active
4CFM_A,Active,None
4CFM_C,Active,None
4CFN_A,Active,Active
4CFN_C,Active,Active
4CFU_A,Active,None
4CFU_C,Active,None
4CFV_A,Active,None
4CFV_C,Active,None
4CFW_A,Active,Active
4CFW_C,Active,Active
4CFX_A,Active,None
4CFX_C,Active,None
4CI6_B,Active,None
4CKI_A,Active,Active
4CKJ_A,Active,Active
4CKR_A,Inactive,Inactive
4CLI_A,Inactive,Active
4CLJ_A,Active,Active
4CMO_A,Active,Active
4CMT_A,Inactive,None
4CMU_A,Active,Active
4CNH_A,Inactive,None
4CNH_B,Inactive,None
4CQE_A,Inactive,None
4CQE_B,Inactive,None
4CQG_A,Active,None
4CRS_A,Active,Active
4CSV_A,Inactive,None
4CT1_A,Active,None
4CT2_A,Active,Active
4CTB_A,Active,Active
4CTC_A,Active,None
4CV8_A,Inactive,None
4CV9_A,Inactive,None
4CVA_A,Inactive,None
4CXA_A,Active,Active
4CXA_C,Active,None
4CYI_A,Inactive,None
4CYI_B,Inactive,None
4CYI_C,Inactive,None
4CYI_D,Inactive,None
4CYI_E,Inactive,None
4CYI_F,Inactive,None
4CYI_G,Inactive,None
4CYI_H,Inactive,None
4CYJ_A,Inactive,None
4CYJ_B,Inactive,None
4CYJ_C,Inactive,None
4CYJ_D,Inactive,None
4CZT_A,Inactive,None
4CZT_B,Inactive,None
4CZT_C,Inactive,None
4CZT_D,Inactive,None
4CZU_A,Inactive,None
4CZU_B,Inactive,None
4CZU_C,Inactive,None
4CZU_D,Inactive,None
4CZY_B,Inactive,None
4CZY_D,Inactive,None
4D0W_A,Active,Active
4D0X_A,Active,Active
4D1S_A,Active,None
4D1X_A,Inactive,None
4D1Z_A,Inactive,None
4D28_A,Inactive,None
4D28_B,Inactive,None
4D28_C,Inactive,None
4D28_D,Inactive,None
4D2P_A,Active,None
4D2P_B,Active,None
4D2P_C,Active,None
4D2P_D,Active,None
4D2R_A,Inactive,None
4D2S_A,Inactive,None
4D2T_A,Active,None
4D2T_B,Active,None
4D2T_C,Active,None
4D2T_D,Active,None
4D2V_A,Inactive,None
4D2V_B,Active,None
4D2V_C,Active,None
4D2V_D,Active,None
4D2W_A,Active,None
4D2W_B,Active,None
4D2W_C,Active,None
4D2W_D,Active,None
4D4R_A,Inactive,None
4D4R_B,Inactive,None
4D4S_A,Inactive,None
4D4S_B,Inactive,None
4D4V_A,Inactive,None
4D4V_B,Inactive,None
4D4Y_A,Inactive,None
4D4Y_B,Inactive,None
4D55_A,Active,None
4D58_A,Inactive,None
4D58_B,Inactive,None
4D5H_A,Inactive,None
4D5H_B,Inactive,None
4D5K_A,Inactive,None
4D5K_B,Inactive,None
4D9T_A,Active,None
4D9U_A,Active,None
4DAW_A,Active,None
4DBN_A,Inactive,Inactive
4DBN_B,Inactive,Inactive
4DC2_A,Active,None
4DCE_A,Inactive,Inactive
4DCE_B,Inactive,Inactive
4DEA_A,Active,Active
4DEB_A,Active,Active
4DED_A,Active,Active
4DEE_A,Active,Active
4DEG_A,Inactive,Inactive
4DEH_A,Inactive,Inactive
4DEI_A,Inactive,Inactive
4DFL_A,Active,Active
4DFN_A,Active,Active
4DFX_E,Active,Active
4DFY_A,Inactive,Inactive
4DFY_E,Inactive,Inactive
4DFZ_E,Active,Active
4DG0_E,Active,Active
4DG2_E,Active,Active
4DG3_E,Active,Active
4DGG_A,Inactive,Inactive
4DGG_B,Inactive,Inactive
4DGL_C,Active,Active
4DGL_D,Active,Active
4DGM_A,Active,Active
4DGN_A,Active,Active
4DGO_A,Active,Active
4DH1_A,Active,Active
4DH3_A,Active,Active
4DH5_A,Active,Active
4DH7_A,Active,Active
4DH8_A,Active,Active
4DHF_A,Inactive,None
4DHF_B,Inactive,None
4DIN_A,Active,Active
4DIT_A,Active,None
4DLI_A,Inactive,Inactive
4DLJ_A,Inactive,Inactive
4DN5_A,Active,None
4DN5_B,Active,None
4DTK_A,Active,Active
4DYM_A,Active,None
4E1Z_A,Active,Active
4E20_A,Active,None
4E26_A,Active,None
4E26_B,Active,None
4E3C_A,Inactive,None
4E3C_B,Active,None
4E3C_C,Inactive,None
4E3C_D,Inactive,None
4E3C_E,Inactive,None
4E3C_F,Active,None
4E4L_A,Active,Active
4E4L_B,Active,Active
4E4L_D,Active,Active
4E4L_E,Active,Active
4E4M_A,Active,Active
4E4M_B,Active,Active
4E4M_D,Active,Active
4E4M_E,Active,Active
4E4N_A,Active,Active
4E4N_B,Active,Active
4E4X_A,Inactive,Inactive
4E4X_B,Inactive,Inactive
4E5A_X,Inactive,Inactive
4E5B_A,Inactive,Inactive
4E5W_A,Active,Active
4E5W_B,Active,Active
4E6A_A,Inactive,Inactive
4E6C_A,Inactive,Inactive
4E6D_A,Active,Active
4E6D_B,Active,Active
4E6Q_A,Active,Active
4E6Q_B,Active,Active
4E73_A,Inactive,None
4E7W_A,Active,Active
4E8A_A,Inactive,Inactive
4E93_A,Active,None
4EBV_A,Inactive,Inactive
4EBW_A,Inactive,Inactive
4EC8_A,Active,Active
4EC9_A,Active,Active
4EEV_A,Inactive,Inactive
4EH2_A,Inactive,Inactive
4EH3_A,Inactive,Inactive
4EH4_A,Inactive,Inactive
4EH5_A,Inactive,Inactive
4EH6_A,Inactive,Inactive
4EH7_A,Inactive,Inactive
4EH8_A,Inactive,Inactive
4EH9_A,Inactive,Inactive
4EHE_A,Inactive,Inactive
4EHE_B,Inactive,Inactive
4EHG_A,Inactive,Inactive
4EHG_B,Inactive,Inactive
4EHV_A,Inactive,Inactive
4EHZ_A,Active,Active
4EHZ_B,Active,Active
4EHZ_C,Active,Active
4EHZ_D,Active,Active
4EI4_A,Active,Active
4EI4_B,Active,Active
4EJN_A,Inactive,Inactive
4EK3_A,Inactive,Inactive
4EK4_A,Inactive,Inactive
4EK5_A,Inactive,Inactive
4EK6_A,Inactive,Inactive
4EK8_A,Inactive,Inactive
4EKK_A,Active,Active
4EKK_B,Active,Active
4EKL_A,Active,Active
4EL9_A,Inactive,Inactive
4ENX_A,Active,Active
4ENY_A,Active,Active
4EOI_A,Active,Active
4EOI_C,Active,Active
4EOJ_A,Active,Active
4EOJ_C,Active,Active
4EOK_A,Active,Active
4EOK_C,Active,Active
4EOL_A,Active,Active
4EOL_C,Active,Active
4EOM_A,Active,Active
4EOM_C,Active,Active
4EON_A,Active,Active
4EON_C,Active,Active
4EOO_A,Active,Active
4EOO_C,Active,Active
4EOP_A,Active,Active
4EOP_C,Active,Active
4EOQ_A,Active,Active
4EOQ_C,Active,Active
4EOR_A,Active,Active
4EOR_C,Active,Active
4EOS_A,Active,Active
4EOS_C,Active,Active
4EQC_A,Active,None
4EQM_A,Inactive,None
4EQM_B,Inactive,None
4EQM_C,Inactive,None
4EQM_D,Inactive,None
4EQM_E,Inactive,None
4EQM_F,Inactive,None
4EQU_A,Inactive,Inactive
4EQU_B,Inactive,Inactive
4ERK_A,Active,Active
4ERW_A,Inactive,Inactive
4EUT_A,Active,Active
4EUT_B,Active,Active
4EUU_A,Active,Active
4EUU_B,Active,Active
4EWH_A,Active,Active
4EWH_B,Active,Active
4EWQ_A,Inactive,Inactive
4EXU_A,Inactive,Inactive
4EYJ_A,Inactive,Inactive
4EYM_A,Inactive,Inactive
4EZ3_A,Inactive,Inactive
4EZ5_A,Inactive,Inactive
4EZ7_A,Inactive,Inactive
4F08_A,Active,Active
4F08_B,Active,Active
4F09_A,Active,Active
4F0F_A,Active,None
4F0G_A,Inactive,None
4F0I_A,Inactive,Inactive
4F0I_B,Inactive,Inactive
4F1M_A,Active,None
4F1O_A,Active,None
4F1T_A,Active,None
4F4P_A,Active,Active
4F63_A,Inactive,None
4F63_B,Inactive,Inactive
4F64_A,Inactive,None
4F64_B,Inactive,Inactive
4F65_A,Inactive,Inactive
4F65_B,Inactive,Inactive
4F6S_A,Inactive,Inactive
4F6U_A,Inactive,Inactive
4F6W_A,Inactive,Inactive
4F70_A,Inactive,Inactive
4F7J_A,Inactive,Inactive
4F7L_A,Inactive,Inactive
4F7N_A,Inactive,Inactive
4F7S_A,Inactive,Inactive
4F99_A,Active,None
4F9A_A,Active,None
4F9A_C,Active,None
4F9B_A,Active,Active
4F9B_C,Active,Active
4F9C_A,Active,None
4F9W_A,Inactive,Inactive
4F9Y_A,Inactive,Inactive
4FA2_A,Inactive,Inactive
4FBX_A,Active,Active
4FC0_A,Inactive,Inactive
4FC0_B,Inactive,Inactive
4FEQ_A,Inactive,Inactive
4FF8_A,Inactive,Inactive
4FG7_A,Active,None
4FG8_A,Inactive,Inactive
4FG8_B,Inactive,Inactive
4FG9_A,Inactive,Inactive
4FG9_B,Inactive,Inactive
4FGB_A,Inactive,Inactive
4FI1_A,Active,None
4FIC_A,Inactive,Inactive
4FIC_B,Inactive,Inactive
4FIE_A,Active,Active
4FIE_B,Active,Active
4FIF_A,Active,Active
4FIF_B,Active,Active
4FIG_A,Active,Active
4FIG_B,Active,Active
4FIH_A,Active,Active
4FII_A,Active,Active
4FIJ_A,Active,Active
4FK3_A,Inactive,Inactive
4FK3_B,Active,None
4FK6_A,Active,Active
4FK6_B,Active,Active
4FKG_A,Inactive,Inactive
4FKI_A,Inactive,Inactive
4FKJ_A,Inactive,Inactive
4FKL_A,Inactive,Inactive
4FKO_A,Inactive,Inactive
4FKP_A,Inactive,Inactive
4FKQ_A,Inactive,Inactive
4FKR_A,Inactive,Inactive
4FKS_A,Inactive,Inactive
4FKT_A,Inactive,Inactive
4FKU_A,Inactive,Inactive
4FKV_A,Inactive,Inactive
4FKW_A,Inactive,Inactive
4FL1_A,Active,Active
4FL2_A,Inactive,Inactive
4FL3_A,Inactive,Inactive
4FMQ_A,Active,Active
4FNW_A,Active,None
4FNX_A,Inactive,Inactive
4FNY_A,Inactive,Inactive
4FNZ_A,Inactive,Inactive
4FOB_A,Active,None
4FOC_A,Active,None
4FOD_A,Active,None
4FR4_A,Active,Active
4FR4_B,Active,Active
4FR4_C,Active,Active
4FR4_D,Active,Active
4FR4_E,Active,Active
4FR4_F,Active,Active
4FSM_A,Active,Active
4FSN_A,Active,Active
4FSQ_A,Active,Active
4FSR_A,Active,Active
4FST_A,Active,Active
4FSU_A,Active,Active
4FSW_A,Active,Active
4FSY_A,Active,Active
4FSZ_A,Active,Active
4FT0_A,Active,Active
4FT3_A,Active,Active
